
Converted from imet to match Vaisala RS format

Information about sounding:
==================================

Ignore: Station:                  xxxx
Ignore: Launch time:              2019-06-17 08:25:28 UTC
Ignore: RS type:                  m10
Ignore: RS number:                
Ignore: Reason for termination:   Manual stop
Ignore: Sounding SW version:      MW31 3.66.0

Ignore: PTU calculations in research mode

==================================


Information about map: FLEDT               
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln scaled       float (4)          1        0       
    T               K               float (4)          1        0       
    RH              %               float (4)          1        0       
    v               m/s             float (4)          -1       0       
    u               m/s             float (4)          -1       0       
    Height          m               float (4)          1        0       
    P               hPa             float (4)          1        0       
    TD              K               float (4)          1        0       
    MR              g/kg            float (4)          1        0       
    DD              dgr             float (4)          1        0       
    FF              m/s             float (4)          1        0       
    AZ              dgr             float (4)          1        0       
    El              dgr             float (4)          1        0       
    Range           m               float (4)          1        0       
    Lon             dgr             float (4)          1        0       
    Lat             dgr             float (4)          1        0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               float (4)          1        0       

*************************************************************************************************
time	Pscl	T	RH	v	u	Height	P	TD	MR	DD	FF	AZ	El	Range	Lon	Lat	SpuKey	UsrKey	RadarH
10	-32768.0	292.15	52.0	-4.065729875077062	1.399943064165774	182.0	998.1617920221876	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0928	47.97469	-32768.0	-32768.0	-32768.0
11	-32768.0	292.04999999999995	52.0	-4.255258069476299	3.324571966758555	187.0	997.580643857834	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09276	47.97473	-32768.0	-32768.0	-32768.0
12	-32768.0	291.95	52.0	-4.819576662268962	4.654211082075282	192.0	996.9996218900462	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09271	47.97477	-32768.0	-32768.0	-32768.0
13	-32768.0	291.95	52.0	-2.5820935953223993	4.856211760724099	198.0	996.3027167047863	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09265	47.9748	-32768.0	-32768.0	-32768.0
14	-32768.0	291.84999999999997	52.0	-0.6570247531689697	4.148291030499578	204.0	995.6061735072384	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09259	47.97481	-32768.0	-32768.0	-32768.0
15	-32768.0	291.84999999999997	52.0	1.1388626006122404	2.5579272813992824	210.0	994.9099921723624	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09254	47.97481	-32768.0	-32768.0	-32768.0
16	-32768.0	291.84999999999997	53.0	1.8874674972282508	0.9205794082570627	217.0	994.0984336144426	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09253	47.97478	-32768.0	-32768.0	-32768.0
17	-32768.0	291.84999999999997	54.0	-1.7620970949395451	-2.176008692079518	224.0	993.287608419478	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09254	47.97478	-32768.0	-32768.0	-32768.0
18	-32768.0	291.75	53.0	-3.244839113487159	-1.7986436911139096	231.0	992.477299285153	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09257	47.9748	-32768.0	-32768.0	-32768.0
19	-32768.0	291.54999999999995	53.0	-6.749218445063259	-1.4345906666425425	237.0	991.7828647228866	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09259	47.97485	-32768.0	-32768.0	-32768.0
20	-32768.0	291.45	53.0	-6.795173495784236	1.1981724259018198	244.0	990.9728602827528	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09259	47.97491	-32768.0	-32768.0	-32768.0
21	-32768.0	291.34999999999997	54.0	-4.5432008873772585	1.8355723077379686	252.0	990.0476517409312	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09257	47.97496	-32768.0	-32768.0	-32768.0
22	-32768.0	291.45	54.0	-1.9681770869715218	2.264128740668316	259.0	989.238840386012	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09254	47.97499	-32768.0	-32768.0	-32768.0
23	-32768.0	291.45	54.0	0.1473257168238869	2.8111421403341255	266.0	988.4308441043896	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09251	47.975	-32768.0	-32768.0	-32768.0
24	-32768.0	291.45	55.0	0.9720220020036087	2.0845079101842945	273.0	987.6235451042788	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09248	47.97499	-32768.0	-32768.0	-32768.0
25	-32768.0	291.45	55.0	0.4854101966249684	0.3526711513754839	281.0	986.701768017712	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09246	47.97498	-32768.0	-32768.0	-32768.0
26	-32768.0	291.45	56.0	-1.0284601754984628	-1.225671108990365	289.0	985.7808946029706	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09247	47.97499	-32768.0	-32768.0	-32768.0
27	-32768.0	291.34999999999997	55.0	-2.8670321550114704	-2.0075175272286625	297.0	984.8607160156324	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0925	47.97501	-32768.0	-32768.0	-32768.0
28	-32768.0	291.15	55.0	-4.079608960093864	-1.6482690110300142	303.0	984.1707381237547	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09252	47.97504	-32768.0	-32768.0	-32768.0
29	-32768.0	291.15	56.0	-4.356005901713037	-0.4578346691123217	310.0	983.3661127725064	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09253	47.97509	-32768.0	-32768.0	-32768.0
30	-32768.0	291.04999999999995	56.0	-7.341036279796919	1.9670247427791576	316.0	982.6768606377656	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09252	47.97515	-32768.0	-32768.0	-32768.0
31	-32768.0	290.95	56.0	-6.29002925959068	4.084792762612703	322.0	981.987839192456	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09248	47.97521	-32768.0	-32768.0	-32768.0
32	-32768.0	290.84999999999997	56.0	-4.030508652763321	4.030508652763321	328.0	981.2990486059812	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09242	47.97525	-32768.0	-32768.0	-32768.0
33	-32768.0	290.75	56.0	-1.4466247844039553	2.966020352787251	335.0	980.4957763345836	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09237	47.97528	-32768.0	-32768.0	-32768.0
34	-32768.0	290.75	56.0	1.1779526201371968	0.2289707944518539	341.0	979.807656676435	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09235	47.97527	-32768.0	-32768.0	-32768.0
35	-32768.0	290.75	57.0	1.3777239608800653	-1.5848901184678212	347.0	979.120050165781	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09236	47.97526	-32768.0	-32768.0	-32768.0
36	-32768.0	290.75	57.0	-0.21900825105632302	-1.3827636768331928	352.0	978.547438334296	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09238	47.97525	-32768.0	-32768.0	-32768.0
37	-32768.0	290.65	57.0	-1.1535140351259827	0.330764826980399	359.0	977.7461992768292	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09239	47.97526	-32768.0	-32768.0	-32768.0
38	-32768.0	290.65	57.0	-1.23609137978413	2.0572015216850694	364.0	977.1741838514688	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09237	47.97527	-32768.0	-32768.0	-32768.0
39	-32768.0	290.54999999999995	57.0	-0.18317584685030341	3.4952033716410082	370.0	976.4880826790944	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09233	47.97527	-32768.0	-32768.0	-32768.0
40	-32768.0	290.54999999999995	58.0	0.0	3.78	376.0	975.802365651047	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09228	47.97527	-32768.0	-32768.0	-32768.0
41	-32768.0	290.54999999999995	58.0	-1.0999999999999999	1.9052558883257653	383.0	975.0030062342364	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09224	47.97528	-32768.0	-32768.0	-32768.0
42	-32768.0	290.45	58.0	-2.6	-4.776122516674677e-16	390.0	974.2041575612328	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09223	47.9753	-32768.0	-32768.0	-32768.0
43	-32768.0	290.34999999999997	58.0	-2.757461708434182	-0.48621489746740487	397.0	973.4056707996424	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09224	47.97532	-32768.0	-32768.0	-32768.0
44	-32768.0	290.25	58.0	-7.341036279796919	-1.9670247427791567	402.0	972.8355142485584	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09226	47.97537	-32768.0	-32768.0	-32768.0
45	-32768.0	290.25	56.0	-7.036435614268496	-2.017665444580432	408.0	972.1515909153612	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09228	47.97544	-32768.0	-32768.0	-32768.0
46	-32768.0	290.34999999999997	53.0	-6.723153447018123	-1.5521622749726702	413.0	971.5820218187384	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09231	47.9755	-32768.0	-32768.0	-32768.0
47	-32768.0	290.45	52.0	-4.2973805561821115	0.15006783582075464	421.0	970.6716076952443	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09232	47.97555	-32768.0	-32768.0	-32768.0
48	-32768.0	290.25	56.0	-2.316616962889756	1.1803752993228218	429.0	969.7619890612066	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09231	47.97557	-32768.0	-32768.0	-32768.0
49	-32768.0	290.25	52.0	-1.7465323072967938	0.4354594120794018	436.0	968.9664820920184	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09229	47.97559	-32768.0	-32768.0	-32768.0
50	-32768.0	290.15	55.0	-2.9108871788279895	-0.7257656867990033	443.0	968.1714545900668	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0923	47.97561	-32768.0	-32768.0	-32768.0
51	-32768.0	290.04999999999995	58.0	-5.322072058623841	-1.3269415973641778	450.0	967.376970042418	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09231	47.97565	-32768.0	-32768.0	-32768.0
52	-32768.0	289.95	59.0	-7.282217566896716	-0.5092222583321168	457.0	966.5829664314437	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09232	47.9757	-32768.0	-32768.0	-32768.0
53	-32768.0	289.95	58.0	-6.695918541027941	-0.2338266279067551	464.0	965.7894712429746	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09233	47.97576	-32768.0	-32768.0	-32768.0
54	-32768.0	289.84999999999997	59.0	-6.1915031154783575	0.3244829287062526	472.0	964.883254040789	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09232	47.97582	-32768.0	-32768.0	-32768.0
55	-32768.0	289.75	57.0	-3.6200851307215998	1.9248334074221523	480.0	963.9775220379644	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09229	47.97586	-32768.0	-32768.0	-32768.0
56	-32768.0	289.95	51.0	0.1655959112205505	1.8927699263743165	488.0	963.072543863942	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09226	47.97587	-32768.0	-32768.0	-32768.0
57	-32768.0	290.25	50.0	1.0706089701741732	1.1890317207638308	495.0	962.2819117153956	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09223	47.97587	-32768.0	-32768.0	-32768.0
58	-32768.0	290.34999999999997	50.0	0.6368312088070505	1.5762125527635387	501.0	961.6052205261242	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09221	47.97586	-32768.0	-32768.0	-32768.0
59	-32768.0	290.34999999999997	50.0	0.9743700647852352	0.22495105434386492	507.0	960.9291329891536	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0922	47.97585	-32768.0	-32768.0	-32768.0
60	-32768.0	290.25	49.0	-0.2727993440249994	0.2925414806476682	514.0	960.140793035438	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0922	47.97585	-32768.0	-32768.0	-32768.0
61	-32768.0	290.25	49.0	-2.0541099615409917	0.4366145507172949	521.0	959.3529284574485	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09219	47.97586	-32768.0	-32768.0	-32768.0
62	-32768.0	290.15	49.0	-3.3282253861095947	1.1459999036891917	528.0	958.5655695080326	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09218	47.97588	-32768.0	-32768.0	-32768.0
63	-32768.0	290.15	49.0	-4.582495611222029	0.4009164166392274	535.0	957.7787159107864	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09217	47.97592	-32768.0	-32768.0	-32768.0
64	-32768.0	290.15	49.0	-6.5	-1.1940306291686693e-15	541.0	957.1047872922592	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09217	47.97597	-32768.0	-32768.0	-32768.0
65	-32768.0	290.04999999999995	49.0	-7.012587218225478	1.1106847017856396	548.0	956.3189956774512	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09216	47.97603	-32768.0	-32768.0	-32768.0
66	-32768.0	289.95	49.0	-5.846690928912646	2.6031145156851214	554.0	955.6457287712276	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09213	47.97609	-32768.0	-32768.0	-32768.0
67	-32768.0	289.84999999999997	49.0	-3.27821680940135	3.9068266599067876	561.0	954.8605645830414	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09208	47.97613	-32768.0	-32768.0	-32768.0
68	-32768.0	289.84999999999997	49.0	-0.6144492407386889	4.372033523494033	568.0	954.075905263506	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09202	47.97614	-32768.0	-32768.0	-32768.0
69	-32768.0	289.84999999999997	49.0	0.8951110137187707	3.590094187221187	574.0	953.4038566802218	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09197	47.97614	-32768.0	-32768.0	-32768.0
70	-32768.0	289.75	49.0	0.8171828995311842	1.6038117435390622	581.0	952.6202578320112	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09193	47.97613	-32768.0	-32768.0	-32768.0
71	-32768.0	289.75	50.0	-0.3125849027914189	-0.7364038827619523	587.0	951.9490191125404	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09193	47.97613	-32768.0	-32768.0	-32768.0
72	-32768.0	289.75	50.0	-1.9258080740865549	-2.5556336321513373	592.0	951.390038120912	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09195	47.97614	-32768.0	-32768.0	-32768.0
73	-32768.0	289.75	50.0	-4.944506520009991	-2.629040751600988	599.0	950.608019507938	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.092	47.97618	-32768.0	-32768.0	-32768.0
74	-32768.0	289.65	50.0	-5.612029050739486	-1.5037386520456448	605.0	949.9381090909832	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09202	47.97623	-32768.0	-32768.0	-32768.0
75	-32768.0	289.54999999999995	50.0	-5.596588631306936	0.19543718153400605	611.0	949.2684267478764	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09203	47.97628	-32768.0	-32768.0	-32768.0
76	-32768.0	289.54999999999995	50.0	-5.888972745734183	3.400000000000001	617.0	948.5990959952112	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.092	47.97634	-32768.0	-32768.0	-32768.0
77	-32768.0	289.45	50.0	-5.466982482573748	5.279403615488379	623.0	947.9301168517565	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09194	47.97639	-32768.0	-32768.0	-32768.0
78	-32768.0	289.45	50.0	-4.393249669009952	5.830039223345238	628.0	947.3728940758306	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09186	47.97644	-32768.0	-32768.0	-32768.0
79	-32768.0	289.34999999999997	50.0	-3.158906403087157	4.864289294083459	635.0	946.5931923581236	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09179	47.97647	-32768.0	-32768.0	-32768.0
80	-32768.0	289.25	51.0	-1.9056408771672004	3.1715190125978157	641.0	945.925168750356	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09174	47.97649	-32768.0	-32768.0	-32768.0
81	-32768.0	289.25	51.0	-0.5353044850870866	-0.5945158603819154	647.0	945.257520889958	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09172	47.9765	-32768.0	-32768.0	-32768.0
82	-32768.0	289.25	51.0	-1.6775787104122402	-2.4871127176651253	653.0	944.5903472865664	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09175	47.97651	-32768.0	-32768.0	-32768.0
83	-32768.0	289.25	51.0	-2.706008695990931	-2.523393932231245	660.0	943.8125769840324	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09178	47.97653	-32768.0	-32768.0	-32768.0
84	-32768.0	289.15	51.0	-2.7577599952283207	-2.314035394871542	666.0	943.1463066125548	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09182	47.97655	-32768.0	-32768.0	-32768.0
85	-32768.0	289.04999999999995	51.0	-2.8138576062003895	-0.7015734972390365	673.0	942.369302303164	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09184	47.97658	-32768.0	-32768.0	-32768.0
86	-32768.0	289.04999999999995	51.0	-3.233592155403522	1.0506577808748212	680.0	941.59279874554	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09183	47.97661	-32768.0	-32768.0	-32768.0
87	-32768.0	288.95	51.0	-2.621286541724774	1.8354445963233479	686.0	940.9276139197216	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09181	47.97663	-32768.0	-32768.0	-32768.0
88	-32768.0	289.87012445341406	45.21311914323962			692.5	940.2084662171196	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0918	47.97664	-32768.0	-32768.0	-32768.0
89	-32768.0	288.84999999999997	51.0	0.22476395604954733	-0.5563103127400724	699.0	939.4897392616094	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09179	47.97665	-32768.0	-32768.0	-32768.0
90	-32768.0	288.75	51.0	0.4596516016393687	-1.8435618799243931	706.0	938.714908166524	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09181	47.97665	-32768.0	-32768.0	-32768.0
91	-32768.0	288.75	51.0	-0.36250000000000004	-0.6278684177437179	713.0	937.9405770654698	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09183	47.97665	-32768.0	-32768.0	-32768.0
92	-32768.0	288.75	51.0	-0.8632077604063813	0.8335900445507967	719.0	937.2773763054496	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09183	47.97665	-32768.0	-32768.0	-32768.0
93	-32768.0	288.65	51.0	-0.20045820831961378	2.2912478056110146	724.0	936.7249673332568	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0918	47.97666	-32768.0	-32768.0	-32768.0
94	-32768.0	288.54999999999995	50.0	-3.4856898240961733	5.3674916348507145	730.0	936.0622404103516	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09174	47.97669	-32768.0	-32768.0	-32768.0
95	-32768.0	288.45	51.0	-3.14173225695133	5.228720534282885	735.0	935.510124418108	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09167	47.97672	-32768.0	-32768.0	-32768.0
96	-32768.0	288.45	51.0	-3.252691193458118	3.2526911934581184	741.0	934.8479188233106	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09161	47.97675	-32768.0	-32768.0	-32768.0
97	-32768.0	288.45	51.0	-2.586842954241337	1.0451523956303943	747.5	934.1310617101072	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09158	47.97678	-32768.0	-32768.0	-32768.0
98	-32768.0	288.45	51.0	-1.5912350325892375	-0.1672455412282454	754.0	933.4147578089504	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09158	47.9768	-32768.0	-32768.0	-32768.0
99	-32768.0	288.34999999999997	51.0	0.22476395604954733	-0.5563103127400724	761.0	932.6438293922236	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09159	47.9768	-32768.0	-32768.0	-32768.0
100	-32768.0	288.25	51.0	0.374606593415912	0.9271838545667874	768.0	931.873256859702	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09158	47.9768	-32768.0	-32768.0	-32768.0
101	-32768.0	288.25	51.0	-0.6064021827973982	2.114775731064302	775.0	931.1031826228584	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09156	47.9768	-32768.0	-32768.0	-32768.0
102	-32768.0	288.15	51.0	-1.9501598835935565	2.785116950582572	781.0	930.443506638314	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09153	47.97681	-32768.0	-32768.0	-32768.0
103	-32768.0	288.15	51.0	-3.35426914219863	2.527623097238603	788.0	929.6743367630802	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09149	47.97683	-32768.0	-32768.0	-32768.0
104	-32768.0	288.04999999999995	52.0	-4.417322325514488	0.8586404791944521	795.0	928.905691083182	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09147	47.97687	-32768.0	-32768.0	-32768.0
105	-32768.0	288.04999999999995	52.0	-5.050367150582008	-0.7097828148963357	801.0	928.247261839821	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09147	47.97691	-32768.0	-32768.0	-32768.0
106	-32768.0	287.95	52.0	-4.722946418552739	-2.617971949330219	807.0	927.5891803269994	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.0915	47.97696	-32768.0	-32768.0	-32768.0
107	-32768.0	287.84999999999997	52.0	-2.880147736233118	-3.964183272437243	813.0	926.93132490831	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	-32768.0	2.09156	47.97699	-32768.0	-32768.0	-32768.0
